Date,Warehouse_ID,Product_ID,Product_Name,Category,Brand,Stock_Level,Sales,Reorder_Level
2025-01-12,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,118,30,30
2025-01-12,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,118,4,35
2025-01-12,W002,P001,Tata Salt 1kg,Grocery,Tata,264,27,30
2025-01-12,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,93,18,25
2025-01-12,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,174,9,40
2025-01-12,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,185,21,20
2025-01-12,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,172,18,30
2025-01-12,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,75,11,40
2025-01-12,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,276,18,30
2025-01-12,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,71,14,35
2025-01-12,W003,P001,Tata Salt 1kg,Grocery,Tata,130,18,30
2025-01-12,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,101,23,25
2025-01-12,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,120,31,40
2025-01-12,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,236,6,20
2025-01-12,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,164,36,30
2025-01-12,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,247,4,40
2025-01-12,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,169,16,30
2025-01-12,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,160,22,35
2025-01-13,W001,P001,Tata Salt 1kg,Grocery,Tata,177,19,30
2025-01-13,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,98,11,25
2025-01-13,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,223,-12,40
2025-01-13,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,185,13,20
2025-01-13,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,160,12,30
2025-01-13,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,168,25,40
2025-01-13,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,200,20,30
2025-01-13,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,277,-19,35
2025-01-13,W002,P001,Tata Salt 1kg,Grocery,Tata,210,25,30
2025-01-13,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,139,20,25
2025-01-13,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,78,25,40
2025-01-13,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,86,23,20
2025-01-13,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,284,9,30
2025-01-13,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,142,12,40
2025-01-13,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,269,24,30
2025-01-13,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,173,23,35
2025-01-13,W003,P001,Tata Salt 1kg,Grocery,Tata,216,17,30
2025-01-13,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,79,18,25
2025-01-13,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,158,28,40
2025-01-13,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,136,12,20
